Row.names	X1	X2	cluster	uncertainty	1	2	3	4	5	6	group	set	method	cutoff	ontology	ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	depth	ic	partition	level3	loci	rank	term_fil	clusterrank
peptide metabolic process	-0.233612365547496	0.0118295577952595	1	0.0417746943486823	0.958225305651318	0.0417746943486823	2.4112792840473e-37	3.3838855225803e-48	0	5.43969878078431e-31	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006518	40819	1335	3682	432	9532	1283	2	false	1.22506807954981e-85	2.72194813924974e-83	0	9	4.5862288229175	biological_process	nitrogen compound metabolic process	P50346,Q39836,O22518	5		9
peptide transport	0.44427392757293	-0.404361252592201	5	0.0023450437659216	0	6.30355496816902e-76	3.65910582663145e-24	3.54296728858867e-159	0.997654956234078	0.00234504376592163	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0015833	40819	1331	3682	333	2175	404	2	false	3.13773864054941e-24	1.17417482812139e-22	0	7	4.25095526789022	biological_process	establishment of localization	Q43463	10		13
positive regulation of gene expression, epigenetic	-0.152376601283033	-0.0403781692121324	2	3.15528281946698e-07	3.15528281871823e-07	0.999999684471718	7.40124813373555e-27	2.40323593411635e-45	0	4.74076765401363e-24	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0045815	40819	34	3682	14	930	83	2	false	2.25441893974681e-07	2.64503608277225e-06	6.41099588410472e-63	15	8.18879595634431	biological_process	regulation of biological process	Q00423,Q10370	34		51
positive regulation of nucleic acid-templated transcription	-0.280444614616647	0.0188223548888712	1	0.00480348229936534	0.995196517700635	0.00480348229936539	1.65995745898787e-45	4.27602800489909e-53	0	6.67978417173296e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1903508	40819	815	3682	43	3889	132	3	false	0.00102561781103521	0.00567040640471255	0	54	5.52799864009264	biological_process	regulation of biological process	Q00423,Q10370	17		26
positive regulation of RNA biosynthetic process	-0.280533531573286	0.0186109042127474	1	0.0048084453298346	0.995191554670165	0.00480844532983454	1.53183521753027e-45	3.98663595791395e-53	0	6.00142316131912e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1902680	40819	815	3682	43	3977	151	5	false	0.0106472565118908	0.0431104748288975	0	51	5.5173033509759	biological_process	regulation of biological process	Q00423,Q10370	16		25
positive regulation of transcription, DNA-templated	-0.288526096431984	0.0178841694122488	1	0.00475071269582472	0.995249287304175	0.00475071269582464	5.24887953249074e-47	4.86120662188284e-54	0	2.58740013797712e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0045893	40819	790	3682	41	3919	148	4	false	0.0152399849095024	0.0581934976941794	0	62	5.53880955619686	biological_process	regulation of biological process	Q00423,Q10370	18		28
posttranscriptional regulation of gene expression	-0.204166144493197	-0.0611346336193999	2	0.000135286546566027	0.000135286546565931	0.999864713453434	6.72986819653741e-37	3.14163991811412e-52	0	1.62624096954596e-34	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0010608	40819	244	3682	39	4272	192	1	false	7.40456974740932e-13	1.50418545440229e-11	0	10	5.30270686024014	biological_process	regulation of biological process	Q39836	14		37
primary metabolic process	-0.263282361232611	-0.126906276072657	2	1.01369687310893e-07	1.01369687433607e-07	0.999999898630313	2.50355643388898e-54	7.57947097122394e-66	0	7.07780689279802e-55	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044238	40819	18181	3682	1851	22147	2186	1	false	0.000416661524206474	0.00259865213781406	0	2	1.78624112648961	biological_process	primary metabolic process	Q00423,P04670,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39836,Q39839,O22518	1	primary metabolic process	2
protein complex disassembly	0.266718432639309	0.397377485833941	4	2.22044604925031e-16	4.4545822642641e-114	1.57073438270399e-16	5.25897848120619e-36	1	0	6.08183821858954e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0043241	40819	1247	3682	422	1754	482	2	false	4.7602893350269e-23	1.67552758277432e-21	0	10	6.17903433530246	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	12		17
protein complex subunit organization	0.305571546888747	0.437892107622024	4	0	3.59117661277697e-134	1.32429448304375e-19	3.61542580325021e-47	1	0	7.18686825417128e-55	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0071822	40819	1744	3682	482	2200	574	1	false	0.000619929819363247	0.00367308417972724	0	5	4.70165614488143	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	6		8
protein folding	0.14627083406594	0.041271354456208	3	0.148784512291146	2.87486374525693e-60	9.69337202594606e-07	0.851215487708854	3.93932856636131e-24	0	0.148783542953944	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006457	40819	414	3682	120	22141	2462	1	false	9.10296875395006e-24	3.37094311669713e-22	0	2	7.5756914834579	biological_process	protein folding	Q39817	1	protein folding	20
protein localization	0.44033737055447	-0.400332968027529	5	0.00402802707641337	0	1.67721433792065e-74	1.99851475115716e-23	6.98993097245992e-157	0.995971972923587	0.00402802707641341	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0008104	40819	1361	3682	345	1618	371	1	false	9.14334660608871e-09	1.28476668714013e-07	9.39986227018461e-307	3	3.9025603863121	biological_process	macromolecule localization	Q43463	2		9
protein metabolic process	-0.322194280922576	-0.1182942015822	2	4.15770483653821e-05	4.1577048365507e-05	0.999958422951635	3.82173767897759e-66	9.61358423736404e-71	0	1.9542763126645e-66	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0019538	40819	7791	3682	944	18768	1892	3	false	5.38854895875691e-15	1.28565715089804e-13	0	7	2.83293563451724	biological_process	organic substance metabolic process	P50346,Q39836,O22518	2		8
protein transport	0.454759196446069	-0.417480765086463	5	0.00347843859011943	0	2.31578603848242e-79	1.44139023437549e-25	1.96058940084801e-165	0.996521561409881	0.00347843859011949	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0015031	40819	1213	3682	314	1338	333	2	false	0.0043588715736139	0.020020398506715	1.16188436125715e-179	11	4.51542068876634	biological_process	establishment of localization	Q43463	13		16
purine nucleoside monophosphate metabolic process	-0.268626716070549	-0.0147796203545145	1	0.024740423428434	0.975259576571566	0.0247404234284339	6.93069187837557e-46	1.01966624929173e-54	0	1.70363129672707e-40	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009126	40819	340	3682	144	405	153	1	false	4.39130755999663e-06	4.23064996633822e-05	6.1808471066292e-77	22	5.88621086335026	biological_process	cellular process	Q42806	23		35
purine nucleoside triphosphate metabolic process	-0.266727294659396	-0.0149024597426338	1	0.0270730086489805	0.972926991351019	0.0270730086489805	1.61545371014338e-45	1.68159597817571e-54	0	3.68607175282228e-40	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009144	40819	310	3682	131	341	133	1	false	2.40359272153997e-05	0.000197338848154147	1.0241105276241e-44	22	6.03524644251075	biological_process	cellular process	Q42806,Q39839	26		39
purine nucleotide biosynthetic process	-0.319485093769191	-0.0154467254808934	1	0.0187552935028708	0.981244706497129	0.0187552935028708	1.52767134304232e-55	3.02954404668661e-60	0	1.5823172157234e-49	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006164	40819	245	3682	87	569	162	3	false	0.000864616372755953	0.00484812492925459	3.7581971697034e-168	39	6.32292851496253	biological_process	cellular process	Q39839	32		45
purine nucleotide metabolic process	-0.291203092280278	-0.0165931390086609	1	0.0154200476762161	0.984579952323784	0.0154200476762161	2.17661645409523e-50	1.94267198852403e-57	0	8.23469610340156e-45	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006163	40819	429	3682	153	695	192	2	false	4.97938486060623e-10	8.59306465022095e-09	4.67939646319287e-200	24	5.28991350878024	biological_process	cellular process	Q42806,Q39839	15		21
purine ribonucleoside triphosphate metabolic process	-0.263331876489213	-0.0150156856357806	1	0.0319527047129736	0.968047295287026	0.0319527047129735	7.50005326135464e-45	4.22918282515231e-54	0	1.51967246636003e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009205	40819	301	3682	131	326	131	2	false	1.35662355329871e-06	1.41017448303419e-05	5.89208422611475e-38	24	6.22114582065259	biological_process	cellular process	Q42806,Q39839	29		41
purine ribonucleotide metabolic process	-0.295624963209116	-0.0212748590543473	1	0.0201674144618865	0.979832585538113	0.0201674144618865	1.41327616818562e-51	2.71560038223492e-58	0	3.1330284581709e-46	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009150	40819	411	3682	148	463	155	2	false	0.000531113752870621	0.00321107039363105	3.88232336867379e-70	28	5.50147188575921	biological_process	cellular process	Q42806,Q39839	18		24
purine-containing compound biosynthetic process	-0.269936709150437	0.0033570474981753	1	0.00853935817989759	0.991460641820102	0.00853935817989769	6.99016853880983e-45	2.25735259997959e-53	0	2.0982461734467e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0072522	40819	273	3682	88	7295	891	6	false	4.99058680148089e-19	1.50352000671734e-17	0	20	5.92543157650354	biological_process	biosynthetic process	Q39839	5		36
purine-containing compound metabolic process	-0.236615988963231	0.00349503781698891	1	0.0503504800486427	0.949649519951357	0.0503504800486428	1.92701125669261e-38	2.75810999364433e-49	0	1.70675778384996e-32	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0072521	40819	492	3682	167	16277	1627	5	false	3.31236266653662e-49	3.18255385933451e-47	0	11	4.91601486663991	biological_process	cellular process	P04670,O04104,Q42806,Q39839	11		14
pyridine nucleotide metabolic process	-0.269989544925156	-0.0158450178050404	1	0.0252645020055565	0.974735497994443	0.0252645020055566	3.19518227575998e-46	5.80947992237497e-55	0	7.09985697688917e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0019362	40819	244	3682	81	674	180	3	false	0.00290595268263446	0.0141710038227236	7.8189994378313e-191	27	6.25393564347558	biological_process	cellular process	Q42806	30		42
pyridine-containing compound metabolic process	-0.196990369404615	0.00457447070095696	2	0.229243776262135	0.229243776262136	0.770756223737865	7.65560257458061e-31	2.77673850355419e-44	0	1.72041778489347e-25	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0072524	40819	253	3682	81	16216	1626	4	false	2.9674682740554e-22	1.00469997278733e-20	0	10	5.78393201422984	biological_process	nitrogen compound metabolic process	Q42806	8		41
pyruvate metabolic process	-0.146505389835301	-0.025992339525616	2	9.71615331080145e-07	9.71615331040694e-07	0.999999028384669	4.46176682816129e-25	3.29667642070505e-43	0	8.72058317230612e-22	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006090	40819	189	3682	76	625	148	1	false	4.36517334557615e-10	7.5698493870845e-09	1.26392158623943e-165	13	6.43625720026953	biological_process	cellular process	Q42806	35		46
regulation of biological quality	0.181825462669136	-0.0515775863725257	3	0.165411120807516	4.56424233103433e-87	8.24072589644457e-12	0.834588879192484	4.5448873616616e-39	0	0.165411120799275	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0065008	40819	1517	3682	154	9280	660	1	false	9.12455894638934e-07	9.7999417082822e-06	0	2	3.2254135470986	biological_process	regulation of biological quality	Q948P5,Q948P6,P16313,P19976	1	regulation of biological quality	2
regulation of cellular amide metabolic process	-0.21458009595737	0.0313294464448665	1	0.106187849945409	0.893812150054591	0.106187849945409	1.93979781240009e-32	5.79746482949623e-44	0	2.17461298463731e-25	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0034248	40819	201	3682	40	6155	642	3	false	3.58141829785121e-05	0.000285469552665046	0	13	5.1664966554056	biological_process	regulation of biological process	Q39836	12		18
regulation of cellular component organization	0.234604552932999	0.394457914076876	4	2.44249065417534e-15	1.52991311535543e-104	2.39437910210789e-15	5.60178288473455e-32	0.999999999999998	0	1.99345811159112e-34	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051128	40819	365	3682	53	11366	1270	2	false	0.0270174634012931	0.0933789823111755	0	7	3.5414508453055	biological_process	regulation of biological process	Q00423,Q10370	1	regulation of cellular component organization	3
regulation of chromatin organization	0.262192086561253	0.420023059984358	4	0	1.00479122355339e-117	1.52831966058252e-17	6.67203031628187e-39	1	0	3.564445719472e-43	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1902275	40819	59	3682	14	577	82	2	false	0.0270286843314204	0.0933789823111755	3.68428744297819e-82	13	5.7103201968866	biological_process	regulation of biological process	Q00423,Q10370	23		13
regulation of chromatin silencing	-0.101076717169291	0.315444982725726	6	8.8751228588535e-12	3.96583713730719e-40	8.87523494822487e-12	3.18703013490602e-19	2.07110928273555e-21	0	0.999999999991125	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0031935	40819	40	3682	14	3661	117	4	false	6.12221614232635e-12	1.15768502053033e-10	2.88748527757707e-95	80	7.70922287608242	biological_process	regulation of biological process	Q00423,Q10370	32		11
regulation of DNA metabolic process	-0.241520982782818	0.0206420694693849	1	0.0179608531208437	0.982039146879156	0.0179608531208436	2.89021880404474e-38	2.05464394473574e-48	0	2.82393766729958e-31	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051052	40819	150	3682	18	6055	274	3	false	0.00012996408630329	0.000916634108890329	1.77001420474341e-304	25	5.2606838704653	biological_process	regulation of biological process	Q00423,Q10370	13		19
regulation of DNA recombination	-0.209915720701032	0.0186463538720991	1	0.226451282337047	0.773548717662953	0.226451282337047	2.44120502653716e-32	1.64968616245371e-44	0	4.73925342735487e-26	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0000018	40819	39	3682	14	673	20	2	false	1.20225079684843e-14	2.75742037599753e-13	3.19566723690919e-64	27	6.69330230325943	biological_process	regulation of biological process	Q00423,Q10370	28		48
regulation of gene expression, epigenetic	-0.19332848306329	-0.0512142125136762	2	0.000139655569305175	0.000139655569305242	0.999860344430695	2.94793663946272e-34	4.24905700164064e-50	0	1.6108227884819e-31	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0040029	40819	120	3682	38	4272	192	1	false	2.00399127710237e-23	7.19615049504942e-22	7.62722033805238e-237	10	5.88621086335026	biological_process	regulation of biological process	Q00423,Q10370	24		42
regulation of gene silencing	-0.132198487586272	0.0425666998899164	2	4.83531175868857e-05	4.8353117440249e-05	0.999951646882413	2.32330625923529e-19	1.28051971119161e-34	0	1.4679228124183e-13	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0060968	40819	45	3682	14	7570	520	3	false	1.00320885363825e-06	1.0614307960369e-05	3.76188636694355e-119	19	6.82191968108152	biological_process	regulation of biological process	Q00423,Q10370	29		47
regulation of translation	-0.285889611117163	0.0148743032290473	1	0.0048662596345086	0.995133740365491	0.00486625963450875	7.97294239775233e-47	4.61757741643968e-54	0	2.26994493539299e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006417	40819	198	3682	37	5469	553	5	false	0.000138984183838009	0.000968801516753177	0	43	5.55524828254002	biological_process	regulation of biological process	Q39836	19		29
response to endoplasmic reticulum stress	0.184061550962836	0.0453790023301024	3	0.019655872682552	9.11317223591216e-72	3.10782064261799e-08	0.980344127317448	7.73471053416755e-24	0	0.0196558416043457	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0034976	40819	129	3682	38	1391	125	1	false	8.57695839898501e-13	1.73244813115862e-11	7.38711425924663e-186	6	6.42301197351951	biological_process	response to stress	Q39817	1	response to endoplasmic reticulum stress	14
response to inorganic substance	0.237041895466796	-0.0540918095473357	3	0.0572793651718764	8.18003411497392e-109	3.16438181666135e-15	0.942720634828124	2.14248988296351e-41	0	0.0572793651718731	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0010035	40819	179	3682	41	1685	163	1	false	1.67936846549265e-08	2.27868507436121e-07	5.56664620930139e-247	3	5.38310728567818	biological_process	response to chemical	P0CG89	2		9
response to topologically incorrect protein	0.240834178901362	-0.0476342713822769	3	0.038125459614072	7.68118541448183e-109	4.23160153725985e-15	0.961874540385928	2.35616881654823e-40	0	0.0381254596140678	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0035966	40819	126	3682	47	3196	221	2	false	2.55060670143002e-24	9.64617747189758e-23	7.56991726974386e-230	5	7.14282740116162	biological_process	response to stress	Q39817	2		16
response to unfolded protein	0.240513145192823	-0.0471699028697968	3	0.0375500357790499	1.30699542602258e-108	4.63728800520505e-15	0.96244996422095	2.91785814844528e-40	0	0.0375500357790454	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006986	40819	71	3682	34	126	47	1	false	0.00424087753923309	0.0195796359116541	4.55195219679518e-37	6	7.42154080363064	biological_process	response to stress	Q39817	4		18
response to water	0.233840504707044	-0.0501735646376063	3	0.0509998663210168	1.14455218231759e-106	7.290534105216e-15	0.949000133678983	1.35386547784945e-40	0	0.0509998663210096	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009415	40819	53	3682	14	1082	119	4	false	0.00102242001867977	0.00566153141184827	2.39415387343922e-91	7	7.66270286044753	biological_process	response to chemical	P0CG89	3		23
response to water deprivation	0.236464946492414	-0.0488551106297671	3	0.0450049652361746	2.11703535627247e-107	6.15922797009668e-15	0.954995034763825	1.92903091013959e-40	0	0.0450049652361684	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009414	40819	52	3682	14	2322	197	2	false	6.18124519739043e-05	0.000466546213943163	1.35417656193562e-107	9	8.26883866401784	biological_process	response to stress	P0CG89	6		24
ribonucleoprotein complex assembly	0.328932568219613	0.451129154073104	4	0	3.66400011380561e-144	9.38041632525644e-21	1.63269980247496e-52	1	0	3.96720560920317e-62	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0022618	40819	1324	3682	457	2267	584	3	false	2.91627950248707e-31	1.59498055866793e-29	0	11	6.61061058741431	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	14		19
ribonucleoprotein complex biogenesis	0.396601809367154	0.41475628973295	4	0	2.81882754574218e-158	5.07110348544752e-20	3.51176125259764e-55	1	0	1.46550205273111e-70	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0022613	40819	1676	3682	513	2949	656	1	false	3.76504899098528e-38	2.43359075690048e-36	0	3	5.54425916096442	biological_process	cellular component biogenesis	P50346,Q39836,O22518	2		11
ribonucleoprotein complex subunit organization	0.310567673602247	0.420686681523741	4	0	7.290049149027e-132	6.83773424831308e-19	5.36490886793898e-45	1	0	2.91193373038592e-53	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0071826	40819	1331	3682	457	2200	574	1	false	2.114719578246e-29	1.02983946584446e-27	0	5	6.50525007175649	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	13		18
ribonucleoside monophosphate metabolic process	-0.269988741722819	-0.014734705006105	1	0.0233365052820445	0.976663494717956	0.0233365052820444	3.76116197106941e-46	7.08456020005773e-55	0	9.69670036550369e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009161	40819	362	3682	150	405	153	1	false	1.58876787383173e-06	1.63239011314214e-05	4.62024400425277e-59	22	5.81210289119654	biological_process	cellular process	Q42806	22		34
ribonucleoside triphosphate metabolic process	-0.266396762786264	-0.0149132804194817	1	0.0274940006836853	0.972505999316315	0.0274940006836853	1.87518250683269e-45	1.83869302702277e-54	0	4.22961210865264e-40	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009199	40819	317	3682	131	341	133	1	false	0.000645036516650731	0.00379653115346581	2.32528719116156e-37	22	6.05326494801343	biological_process	cellular process	Q42806,Q39839	27		40
ribonucleotide metabolic process	-0.287480827744508	-0.0189471165844066	1	0.0190007135378035	0.980999286462196	0.0190007135378036	7.63668836328703e-50	3.24492274263912e-57	0	1.8626497174853e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009259	40819	445	3682	150	638	178	2	false	2.08049583332718e-07	2.46538756249271e-06	4.1785237722854e-169	24	5.28991350878024	biological_process	cellular process	Q42806,Q39839	14		20
ribose phosphate biosynthetic process	-0.24420921169244	-0.0115450389477488	1	0.0773379414524819	0.922662058547518	0.0773379414524819	8.17590611515573e-41	1.88209624346362e-51	0	1.42250780731405e-35	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0046390	40819	276	3682	88	1141	220	3	false	3.84960841182571e-09	5.84844354873521e-08	2.54958961097754e-273	14	6.26510894407371	biological_process	cellular process	Q39839	31		43
ribose phosphate metabolic process	-0.204495376835483	-0.015420567659898	2	0.112741600327221	0.112741600327221	0.887258399672779	1.92203851467169e-33	4.43803410226782e-47	0	6.02739117767327e-29	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0019693	40819	506	3682	162	5066	524	3	false	8.53258509591557e-47	7.05426511999532e-45	0	9	5.23629241734114	biological_process	cellular process	Q42806,Q39839	13		36
ribosomal large subunit assembly	0.333584852490053	0.433651581044277	4	0	1.11711178377503e-141	4.94009289903374e-20	3.57153110412721e-50	1	0	2.71343644816189e-60	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0000027	40819	87	3682	44	1405	484	3	false	0.00101745679576544	0.00565165454522835	4.53771203559111e-141	17	9.65513302513773	biological_process	cellular component organization or biogenesis	P50346	25		30
ribosomal large subunit biogenesis	0.379270713147319	0.378025871152165	4	0	1.44378612238641e-145	9.18790528210258e-18	6.30027824703693e-46	1	0	1.1092247077033e-59	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0042273	40819	210	3682	93	1676	513	2	false	5.31416150888003e-06	5.0239997095532e-05	7.35375905207906e-274	5	7.98115659156606	biological_process	cellular component biogenesis	P50346	3		25
ribosomal small subunit assembly	0.332357696685185	0.431852979946926	4	0	6.57304919476248e-141	6.39751603224187e-20	1.05784736492695e-49	1	0	1.00120180876897e-59	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0000028	40819	53	3682	27	1401	469	3	false	0.00557216228828206	0.0246361742543513	2.00588414720143e-97	17	9.65513302513773	biological_process	cellular component organization or biogenesis	O22518	24		29
ribosome assembly	0.334679774315346	0.446246645719916	4	0	8.35284758155542e-145	1.18893776598601e-20	1.77182598803705e-52	1	0	1.26282768234369e-62	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0042255	40819	156	3682	72	1838	530	3	false	1.17855841599424e-06	1.23228681437044e-05	3.76998238085826e-231	15	8.67430377212601	biological_process	cellular component organization or biogenesis	P50346,O22518	22		27
sequestering of iron ion	0.305456711816144	-0.20965333019036	6	5.68188698644168e-05	7.62875045098113e-190	6.75263132985159e-32	5.68188698643664e-05	1.44257491966975e-79	1.70113739386898e-157	0.999943181130136	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0097577	40819	38	3682	14	71	16	2	false	0.00176110970147626	0.00914432803590654	5.34001863225342e-21	26	9.65513302513773	biological_process	biological regulation	Q948P5,Q948P6,P16313,P19976	5		16
sequestering of metal ion	0.368704862513645	-0.283449360792055	6	3.64929197971264e-10	1.15151344650704e-258	1.27033871010414e-46	3.64929186855781e-10	1.58822851367879e-106	4.43947687259812e-64	0.999999999635071	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051238	40819	38	3682	14	119	17	1	false	5.37975693073044e-06	5.04618361180653e-05	5.43901942679598e-32	5	8.18879595634431	biological_process	biological regulation	Q948P5,Q948P6,P16313,P19976	4		12
single-organism biosynthetic process	-0.267667830425227	-0.120817569528368	2	8.12161261909417e-07	8.12161261916738e-07	0.999999187838738	1.28987960906434e-54	1.69379104013128e-65	0	6.9210259243501e-55	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044711	40819	2159	3682	326	12538	1457	2	false	4.44472213450215e-08	5.7667836453121e-07	0	5	3.25542944303886	biological_process	biosynthetic process	P24099,O82560,Q39839	4		12
single-organism carbohydrate catabolic process	-0.192824605257025	-0.126202156140316	2	1.54587453948807e-12	1.54592101276337e-12	0.999999999998454	3.93336522233147e-40	2.59041407123626e-59	0	2.111551020321e-40	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044724	40819	243	3682	75	1793	253	3	false	1.8618170372987e-13	3.93973783785528e-12	4.04965790757686e-308	12	5.46547828311131	biological_process	primary metabolic process	Q42806	6		39
single-organism carbohydrate metabolic process	-0.210872211618302	-0.127019046768115	2	4.2810421874151e-11	4.28104291355516e-11	0.99999999995719	1.07836787396239e-43	5.37698471124187e-61	0	4.67904633430801e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044723	40819	854	3682	156	7787	937	2	false	1.21701652092094e-08	1.67046090033743e-07	0	7	4.3337503856587	biological_process	primary metabolic process	P37228,Q42806	3		26
single-organism catabolic process	-0.17903116196399	-0.13752968693176	2	1.77635683940025e-15	1.84001577862768e-15	0.999999999999998	1.99669795457726e-38	1.25017371020849e-59	0	4.86555842066013e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044712	40819	961	3682	167	8424	1041	2	false	9.22495046395188e-07	9.87792135522558e-06	0	5	3.71759682005531	biological_process	catabolic process	P04670,O04104,Q42806	4		20
single-organism cellular process	0.0576659309271864	0.0557426994096055	6	0.0403891229442048	2.20432791638812e-34	0.0137441568840052	0.0266449660601998	2.03789462132063e-22	0	0.959610877055795	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044763	40819	8432	3682	1411	25606	2769	2	false	4.75876265552648e-96	1.12782674935978e-93	0	3	1.40277381208992	biological_process	single-organism process	Q00423,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39836,Q39839,P19976,O22518	2		3
single-organism localization	0.390527677061732	-0.409100503616889	6	0	0	6.07002485906651e-66	1.2763006481727e-19	3.24838806094814e-149	1.3332983227756e-102	1	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1902578	40819	2196	3682	370	16907	2249	2	false	1.98065747099525e-07	2.35888365879947e-06	0	3	2.73709743674804	biological_process	localization	Q948P5,Q948P6,P16313,P19976,P02236,P02235	2		4
single-organism metabolic process	-0.218838276436153	-0.150750722680291	2	9.63673585374636e-14	9.63584179344664e-14	0.999999999999904	1.91857903249353e-47	7.94950477102094e-65	0	8.91635369897718e-49	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044710	40819	6892	3682	893	26151	2699	2	false	1.34960500096924e-16	3.52782777826885e-15	0	3	1.86595454961052	biological_process	single-organism process	P04670,Q948P5,Q948P6,P37228,O04104,P24099,O82560,Q42806,Q39839,P19976	3		3
single-organism process	0.133169331597257	-0.105653260042444	6	0.354786087214072	7.40794476218884e-80	2.11948477543697e-09	0.354786085094588	2.18492798871316e-45	0	0.645213912785928	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044699	40819	14759	3682	1987	29947	3141	1	false	2.49985942946615e-62	3.17392866848292e-60	0	1	0.723713219944761	biological_process	single-organism process	Q00423,Q43463,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,P02236,P02235,O22518	1	single-organism process	1
single-organism transport	0.401674567085873	-0.423484700488739	6	0	0	1.06822303174045e-69	3.09984062898479e-21	5.89087271112627e-156	1.87800776534899e-98	1	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044765	40819	2104	3682	351	4887	744	2	false	0.00771610254106925	0.0326945703617416	0	6	2.76996424482839	biological_process	establishment of localization	P02236,P02235	2		5
small GTPase mediated signal transduction	0.17888115985405	0.00319917017057798	3	0.0500218900822986	3.27803842342653e-76	1.11459669922495e-09	0.949978109917701	2.74115939138962e-30	0	0.0500218889677021	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0007264	40819	170	3682	85	786	132	1	false	6.83478976432297e-33	4.04961293536136e-31	1.65018720310337e-177	17	7.01607569552248	biological_process	biological regulation	Q43463	2		15
