"group"	"set"	"method"	"cutoff"	"ontology"	"ID"	"Pop.total"	"Pop.term"	"Study.total"	"Study.term"	"Pop.family"	"Study.family"	"nparents"	"is.trivial"	"p"	"p.adjusted"	"p.min"	"depth"	"ic"	"partition"	"level3"	"name"	"loci"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034728"	40819	111	3682	40	693	95	2	"false"	2.46646528858171e-11	4.61488636889893e-10	9.37731339100912e-132	9	7.42154080363064	"biological_process"	"cellular component organization or biogenesis"	"nucleosome organization"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034976"	40819	129	3682	38	1391	125	1	"false"	8.57695839898501e-13	1.73244813115862e-11	7.38711425924663e-186	6	6.42301197351951	"biological_process"	"response to stress"	"response to endoplasmic reticulum stress"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0035556"	40819	786	3682	132	19419	2484	2	"false"	0.000553448199070104	0.00330673671881381	0	16	4.55730118601132	"biological_process"	"biological regulation"	"intracellular signal transduction"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0035639"	40819	5067	3682	846	6790	1044	2	"false"	7.00220397777214e-08	8.89029826463569e-07	0	7	8.67430377212601	"molecular_function"	"ion binding"	"purine ribonucleoside triphosphate binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0035966"	40819	126	3682	47	3196	221	2	"false"	2.55060670143002e-24	9.64617747189758e-23	7.56991726974386e-230	5	7.14282740116162	"biological_process"	"response to stress"	"response to topologically incorrect protein"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0035967"	40819	123	3682	46	1961	144	3	"false"	9.49086101291472e-24	3.47835163926926e-22	6.41329771561848e-199	11	7.28800941100612	"biological_process"	"response to stress"	"cellular response to topologically incorrect protein"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0036094"	40819	6640	3682	1034	20298	2101	1	"false"	8.41174209370395e-62	1.03116355665923e-59	0	2	5.4807457552421	"molecular_function"	"NA"	"small molecule binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0040029"	40819	120	3682	38	4272	192	1	"false"	2.00399127710237e-23	7.19615049504942e-22	7.62722033805238e-237	10	5.88621086335026	"biological_process"	"regulation of biological process"	"regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0042175"	40819	502	3682	131	28822	3057	3	"false"	5.37145079893923e-23	1.87210858727735e-21	0	5	6.51963880920859	"cellular_component"	"cell"	"nuclear outer membrane-endoplasmic reticulum membrane network"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0042255"	40819	156	3682	72	1838	530	3	"false"	1.17855841599424e-06	1.23228681437044e-05	3.76998238085826e-231	15	8.67430377212601	"biological_process"	"cellular component organization or biogenesis"	"ribosome assembly"	"P50346,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0042273"	40819	210	3682	93	1676	513	2	"false"	5.31416150888003e-06	5.0239997095532e-05	7.35375905207906e-274	5	7.98115659156606	"biological_process"	"cellular component biogenesis"	"ribosomal large subunit biogenesis"	"P50346"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0042886"	40819	1351	3682	333	1784	363	1	"false"	4.10484735050986e-18	1.19612560090677e-16	0	5	4.14439607063846	"biological_process"	"establishment of localization"	"amide transport"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043021"	40819	128	3682	36	421	69	1	"false"	2.84963406565711e-05	0.000230237479622978	1.16582807855714e-111	3	7.98115659156606	"molecular_function"	"macromolecular complex binding"	"ribonucleoprotein complex binding"	"Q39836"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043043"	40819	1194	3682	415	2683	670	3	"false"	8.64813562192626e-26	3.57489792278464e-24	0	16	4.74739215420411	"biological_process"	"nitrogen compound metabolic process"	"peptide biosynthetic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043167"	40819	10858	3682	1321	20298	2101	1	"false"	3.04944552415971e-20	9.76646742197095e-19	0	2	5.26894838031519	"molecular_function"	"NA"	"ion binding"	"Q43463,Q948P5,Q948P6,P24099,O82560,Q42806,Q39821,Q39828,Q39817,Q39839,P19976,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043168"	40819	6550	3682	989	10858	1321	1	"false"	1.86843869838903e-32	1.07133864076984e-30	0	3	5.53338948872752	"molecular_function"	"ion binding"	"anion binding"	"Q43463,P24099,O82560,Q42806,Q39821,Q39828,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043226"	40819	15056	3682	1976	29559	3104	1	"false"	1.3516345939591e-51	1.37287456614988e-49	0	1	3.00917550445135	"cellular_component"	"NA"	"organelle"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043228"	40819	2798	3682	650	15056	1976	1	"false"	4.26453936503299e-61	5.05347914756409e-59	0	2	4.25697032361998	"cellular_component"	"NA"	"non-membrane-bounded organelle"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043232"	40819	2798	3682	650	15049	1976	2	"false"	5.12543782720059e-61	5.87771983087036e-59	0	8	4.29540703046105	"cellular_component"	"non-membrane-bounded organelle"	"intracellular non-membrane-bounded organelle"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043241"	40819	1247	3682	422	1754	482	2	"false"	4.7602893350269e-23	1.67552758277432e-21	0	10	6.17903433530246	"biological_process"	"cellular component organization or biogenesis"	"protein complex disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043603"	40819	1470	3682	454	9279	1025	1	"false"	1.65946280573608e-120	4.91615856199314e-118	0	6	4.26911007817059	"biological_process"	"nitrogen compound metabolic process"	"cellular amide metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043604"	40819	1270	3682	421	6330	710	2	"false"	1.45381794076311e-135	6.46040347426609e-133	0	10	4.60314254535957	"biological_process"	"nitrogen compound metabolic process"	"amide biosynthetic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043659"	40819	10	3682	7	19	7	1	"false"	0.0023815194093832	0.0118409811193808	1.08250882244691e-05	14	8.26883866401784	"cellular_component"	"cell part"	"symbiosome"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043891"	40819	150	3682	63	237	76	1	"false"	8.70598748519413e-06	7.69895161936944e-05	4.04139599524214e-67	10	9.65513302513773	"molecular_function"	"biological_process"	"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0043933"	40819	2200	3682	574	5315	913	1	"false"	5.76778075119788e-47	5.00108794402646e-45	0	4	4.28139901930494	"biological_process"	"cellular component organization or biogenesis"	"macromolecular complex subunit organization"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044085"	40819	2949	3682	656	5774	975	1	"false"	2.69643277561087e-29	1.29538088071576e-27	0	2	3.64960122081832	"biological_process"	"NA"	"cellular component biogenesis"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044238"	40819	18181	3682	1851	22147	2186	1	"false"	0.000416661524206474	0.00259865213781406	0	2	1.78624112648961	"biological_process"	"NA"	"primary metabolic process"	"Q00423,P04670,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044248"	40819	1962	3682	253	18551	1879	2	"false"	1.82546165645866e-05	0.000152694498557895	0	5	3.434542855038	"biological_process"	"catabolic process"	"cellular catabolic process"	"P04670,O04104"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044249"	40819	7884	3682	916	18292	1894	2	"false"	6.36910079049238e-07	7.09785370225718e-06	0	5	2.58639332674977	"biological_process"	"biosynthetic process"	"cellular biosynthetic process"	"Q00423,P24099,O82560,P50346,Q10370,Q39836,Q39839,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044262"	40819	627	3682	86	18944	1915	2	"false"	0.00207789333084311	0.0105076967157144	0	7	4.62906192291164	"biological_process"	"primary metabolic process"	"cellular carbohydrate metabolic process"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044267"	40819	7019	3682	868	14460	1282	2	"false"	9.34625891769479e-48	8.51947447497563e-46	0	11	3.06026367297067	"biological_process"	"organic substance metabolic process"	"cellular protein metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044281"	40819	2558	3682	510	6892	893	1	"false"	7.55983738290468e-39	4.97689294374558e-37	0	4	2.78611857447203	"biological_process"	"single-organism process"	"small molecule metabolic process"	"P04670,P37228,O04104,P24099,O82560,Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044391"	40819	540	3682	291	10682	1972	4	"false"	3.56652662135257e-81	6.6731590204781e-79	0	17	8.18879595634431	"cellular_component"	"cell part"	"ribosomal subunit"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044403"	40819	41	3682	21	47	21	1	"false"	0.0214415305954144	0.0772286132388027	9.31309151518679e-08	3	3.49252022183392	"biological_process"	"interspecies interaction between organisms"	"symbiosis, encompassing mutualism through parasitism"	"P08960,P08995,P04670,P04671,P04672,P16313,P08863,P04144,P04145,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044419"	40819	47	3682	21	465	30	1	"false"	8.28799732127305e-17	2.19879331918848e-15	1.22304181079341e-65	2	3.43520576523794	"biological_process"	"NA"	"interspecies interaction between organisms"	"P08960,P08995,P04670,P04671,P04672,P16313,P08863,P04144,P04145,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044422"	40819	6030	3682	1227	29559	3104	2	"false"	3.95680994013586e-149	2.81329186743659e-146	0	2	3.32660118039723	"cellular_component"	"NA"	"organelle part"	"P08960,P08995,Q00423,Q43463,P0CG89,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044424"	40819	18051	3682	2403	21376	2656	2	"false"	2.81546140061068e-22	9.62400507612594e-21	0	4	2.78335040661442	"cellular_component"	"cell part"	"intracellular part"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044432"	40819	546	3682	152	10641	1968	3	"false"	2.61147644867005e-08	3.49014991542182e-07	0	15	6.10935441466447	"cellular_component"	"cell part"	"endoplasmic reticulum part"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044433"	40819	234	3682	63	10641	1968	3	"false"	0.000856196097738594	0.00482373554272695	0	15	5.50147188575921	"cellular_component"	"cell part"	"cytoplasmic vesicle part"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044444"	40819	8160	3682	1634	18051	2403	2	"false"	2.79507409912879e-129	9.93648842240284e-127	0	6	3.410966124474	"cellular_component"	"cell part"	"cytoplasmic part"	"P08960,P08995,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P50346,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044445"	40819	494	3682	306	8160	1634	2	"false"	2.32694380917654e-99	5.90877517258757e-97	0	8	6.26510894407371	"cellular_component"	"cell part"	"cytosolic part"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044446"	40819	6026	3682	1227	18051	2403	3	"false"	1.29419260002385e-82	2.7063851135793e-80	0	8	3.41355847848573	"cellular_component"	"organelle part"	"intracellular organelle part"	"P08960,P08995,Q00423,Q43463,P0CG89,P50346,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044464"	40819	21376	3682	2656	29559	3104	2	"false"	2.21728020099935e-76	3.94121555727635e-74	0	2	2.26454015892978	"cellular_component"	"NA"	"cell part"	"P08960,P08995,Q00423,Q43463,P04670,Q948P5,Q948P6,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,P04145,Q39821,Q39828,Q39817,Q39836,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044699"	40819	14759	3682	1987	29947	3141	1	"false"	2.49985942946615e-62	3.17392866848292e-60	0	1	0.723713219944761	"biological_process"	"NA"	"single-organism process"	"Q00423,Q43463,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,P02236,P02235,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044710"	40819	6892	3682	893	26151	2699	2	"false"	1.34960500096924e-16	3.52782777826885e-15	0	3	1.86595454961052	"biological_process"	"single-organism process"	"single-organism metabolic process"	"P04670,Q948P5,Q948P6,P37228,O04104,P24099,O82560,Q42806,Q39839,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044711"	40819	2159	3682	326	12538	1457	2	"false"	4.44472213450215e-08	5.7667836453121e-07	0	5	3.25542944303886	"biological_process"	"biosynthetic process"	"single-organism biosynthetic process"	"P24099,O82560,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044712"	40819	961	3682	167	8424	1041	2	"false"	9.22495046395188e-07	9.87792135522558e-06	0	5	3.71759682005531	"biological_process"	"catabolic process"	"single-organism catabolic process"	"P04670,O04104,Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044723"	40819	854	3682	156	7787	937	2	"false"	1.21701652092094e-08	1.67046090033743e-07	0	7	4.3337503856587	"biological_process"	"primary metabolic process"	"single-organism carbohydrate metabolic process"	"P37228,Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044724"	40819	243	3682	75	1793	253	3	"false"	1.8618170372987e-13	3.93973783785528e-12	4.04965790757686e-308	12	5.46547828311131	"biological_process"	"primary metabolic process"	"single-organism carbohydrate catabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044763"	40819	8432	3682	1411	25606	2769	2	"false"	4.75876265552648e-96	1.12782674935978e-93	0	3	1.40277381208992	"biological_process"	"single-organism process"	"single-organism cellular process"	"Q00423,P04670,Q948P5,Q948P6,P16313,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39836,Q39839,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044765"	40819	2104	3682	351	4887	744	2	"false"	0.00771610254106925	0.0326945703617416	0	6	2.76996424482839	"biological_process"	"establishment of localization"	"single-organism transport"	"P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044815"	40819	93	3682	58	5141	1139	1	"false"	4.38515635037476e-17	1.19917160196787e-15	1.99250351134553e-201	2	8.55652073646963	"cellular_component"	"NA"	"DNA packaging complex"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0044877"	40819	421	3682	69	20298	2101	1	"false"	7.87639114580237e-05	0.000578524184366269	0	2	6.13862479696459	"molecular_function"	"NA"	"macromolecular complex binding"	"Q00423,Q10370,Q39836"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045333"	40819	196	3682	86	240	89	1	"false"	6.70724935913078e-07	7.42812195380371e-06	3.31974551801469e-49	10	6.37171867913196	"biological_process"	"cellular process"	"cellular respiration"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045814"	40819	79	3682	36	481	78	2	"false"	4.41458868127596e-12	8.48316906050597e-11	1.02105393797351e-92	15	6.88254430289795	"biological_process"	"regulation of biological process"	"negative regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045815"	40819	34	3682	14	930	83	2	"false"	2.25441893974681e-07	2.64503608277225e-06	6.41099588410472e-63	15	8.18879595634431	"biological_process"	"regulation of biological process"	"positive regulation of gene expression, epigenetic"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045892"	40819	231	3682	51	4120	158	5	"false"	4.24391703057149e-27	1.81772590887731e-25	0	63	5.69749950845754	"biological_process"	"regulation of biological process"	"negative regulation of transcription, DNA-templated"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045893"	40819	790	3682	41	3919	148	4	"false"	0.0152399849095024	0.0581934976941794	0	62	5.53880955619686	"biological_process"	"regulation of biological process"	"positive regulation of transcription, DNA-templated"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0045934"	40819	291	3682	52	8045	626	4	"false"	7.98519395796908e-09	1.14465179518468e-07	0	25	4.96378514290859	"biological_process"	"regulation of biological process"	"negative regulation of nucleobase-containing compound metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046031"	40819	142	3682	63	411	148	3	"false"	0.00724500852682317	0.0309939895461569	2.10285882763071e-114	37	6.82191968108152	"biological_process"	"cellular process"	"ADP metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046034"	40819	286	3682	126	411	148	3	"false"	9.91270393338044e-08	1.23215603087998e-06	5.18302580844144e-109	37	6.33490470600925	"biological_process"	"cellular process"	"ATP metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046390"	40819	276	3682	88	1141	220	3	"false"	3.84960841182571e-09	5.84844354873521e-08	2.54958961097754e-273	14	6.26510894407371	"biological_process"	"cellular process"	"ribose phosphate biosynthetic process"	"Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046415"	40819	5	3682	4	1852	430	2	"false"	0.0117241205160103	0.0468306162184456	5.53762112240144e-15	17	9.65513302513773	"biological_process"	"cellular process"	"urate metabolic process"	"P04670,O04104"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046907"	40819	1202	3682	336	20774	2635	4	"false"	1.43175298003086e-48	1.33944259052887e-46	0	10	4.39071721026538	"biological_process"	"establishment of localization"	"intracellular transport"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046916"	40819	104	3682	18	292	34	2	"false"	0.0215205963932515	0.0774349394514262	5.4170267917094e-82	20	7.6182510978767	"biological_process"	"regulation of biological quality"	"cellular transition metal ion homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0046939"	40819	192	3682	71	3676	405	2	"false"	1.10954567925027e-22	3.82954843663564e-21	0	23	6.76476126724157	"biological_process"	"cellular process"	"nucleotide phosphorylation"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0048878"	40819	502	3682	64	1163	114	1	"false"	0.00231252727806345	0.0115463967324657	0	4	5.07699151153756	"biological_process"	"regulation of biological quality"	"chemical homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0050801"	40819	401	3682	58	502	64	1	"false"	0.0122576790379715	0.0487427840939472	7.88739517977953e-109	5	5.32002331025161	"biological_process"	"regulation of biological quality"	"ion homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051052"	40819	150	3682	18	6055	274	3	"false"	0.00012996408630329	0.000916634108890329	1.77001420474341e-304	25	5.2606838704653	"biological_process"	"regulation of biological process"	"regulation of DNA metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051053"	40819	57	3682	14	1798	123	4	"false"	1.45994643009671e-05	0.0001235740371189	2.98082745904516e-109	33	6.31109405731553	"biological_process"	"regulation of biological process"	"negative regulation of DNA metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051128"	40819	365	3682	53	11366	1270	2	"false"	0.0270174634012931	0.0933789823111755	0	7	3.5414508453055	"biological_process"	"regulation of biological process"	"regulation of cellular component organization"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051172"	40819	544	3682	73	16041	1609	3	"false"	0.00597561674886581	0.0262263179533555	0	9	4.07038436803957	"biological_process"	"regulation of biological process"	"negative regulation of nitrogen compound metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051179"	40819	5087	3682	774	29947	3141	1	"false"	4.65103919423729e-31	2.46782751276322e-29	0	1	2.12215258208111	"biological_process"	"NA"	"localization"	"P08995,Q43463,Q948P5,Q948P6,P16313,P19976,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051186"	40819	672	3682	145	17998	1855	1	"false"	1.67844801034075e-18	5.01418712332887e-17	0	4	4.52523431021466	"biological_process"	"cellular process"	"cofactor metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051238"	40819	38	3682	14	119	17	1	"false"	5.37975693073044e-06	5.04618361180653e-05	5.43901942679598e-32	5	8.18879595634431	"biological_process"	"biological regulation"	"sequestering of metal ion"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051253"	40819	262	3682	52	6231	379	4	"false"	6.66209599815843e-15	1.57891675156355e-13	0	33	5.46044048908135	"biological_process"	"regulation of biological process"	"negative regulation of RNA metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051641"	40819	1492	3682	389	5087	774	1	"false"	7.50353084882129e-41	5.23040238579602e-39	0	2	3.55930846270551	"biological_process"	"NA"	"cellular localization"	"Q43463,Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0051649"	40819	1276	3682	339	23022	2817	3	"false"	7.09397074724103e-47	6.0045395253433e-45	0	6	4.03594061878215	"biological_process"	"establishment of localization"	"establishment of localization in cell"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0055082"	40819	260	3682	57	771	111	2	"false"	2.60205117838139e-05	0.000212162659154721	3.12354605464911e-213	11	5.55524828254002	"biological_process"	"regulation of biological quality"	"cellular chemical homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0055086"	40819	743	3682	196	14554	1727	3	"false"	4.87129837262162e-29	2.27861390982498e-27	0	16	4.17033609164708	"biological_process"	"cellular process"	"nucleobase-containing small molecule metabolic process"	"P04670,O04104,Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0055114"	40819	3513	3682	483	6892	893	1	"false"	0.0249396119449899	0.0876956681151722	0	4	2.87369711283427	"biological_process"	"single-organism process"	"oxidation-reduction process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0060968"	40819	45	3682	14	7570	520	3	"false"	1.00320885363825e-06	1.0614307960369e-05	3.76188636694355e-119	19	6.82191968108152	"biological_process"	"regulation of biological process"	"regulation of gene silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0060969"	40819	33	3682	14	1697	146	5	"false"	1.30059156865869e-07	1.59692650660731e-06	3.12738300711294e-70	25	7.92053196974963	"biological_process"	"regulation of biological process"	"negative regulation of gene silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0065003"	40819	2095	3682	556	2435	593	2	"false"	1.80585695013842e-11	3.39673093002226e-10	0	7	4.5862288229175	"biological_process"	"cellular component organization or biogenesis"	"macromolecular complex assembly"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0065008"	40819	1517	3682	154	9280	660	1	"false"	9.12455894638934e-07	9.7999417082822e-06	0	2	3.2254135470986	"biological_process"	"NA"	"regulation of biological quality"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0070727"	40819	1146	3682	319	1914	428	2	"false"	5.56911532672544e-13	1.13782787278787e-11	0	4	4.2494571402692	"biological_process"	"macromolecule localization"	"cellular macromolecule localization"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0070887"	40819	825	3682	95	4477	411	2	"false"	0.00711993830294152	0.0306433179987374	0	5	3.44721391486634	"biological_process"	"response to chemical"	"cellular response to chemical stimulus"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0070925"	40819	339	3682	96	4751	892	2	"false"	5.72173715090767e-06	5.32481035902533e-05	0	7	5.69749950845754	"biological_process"	"cellular component organization or biogenesis"	"organelle assembly"	"P50346,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0071702"	40819	2175	3682	404	4864	742	1	"false"	4.88027188547176e-09	7.38270917142643e-08	0	4	2.94582868487944	"biological_process"	"establishment of localization"	"organic substance transport"	"Q43463"
